Station Name,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag
TORONTO CITY CENTRE,2016,9,3,,22.2,,16.0,,19.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,4,,23.0,,15.1,,19.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,5,,26.6,,17.5,,22.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,6,,26.7,,19.9,,23.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,7,,32.3,,22.1,,27.2,,,M,,M,26.1,,,
TORONTO CITY CENTRE,2016,9,8,,30.2,,22.9,,26.6,,,M,,M,1.0,,,
TORONTO CITY CENTRE,2016,9,9,,26.7,,21.4,,24.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,10,,27.5,,20.1,,23.8,,,M,,M,4.8,,,
TORONTO CITY CENTRE,2016,9,11,,23.6,,14.9,,19.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,12,,23.2,,13.4,,18.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,13,,25.6,,16.2,,20.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,14,,23.1,,15.3,,19.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,15,,19.1,,12.5,,15.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,16,,21.0,,14.1,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,17,,22.1,,19.3,,20.7,,,M,,M,10.3,,,
TORONTO CITY CENTRE,2016,9,18,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,9,19,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,9,20,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,9,21,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,9,22,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,9,23,,22.3,,12.7,,17.5,,,M,,M,1.3,,,
TORONTO CITY CENTRE,2016,9,24,,17.9,,11.0,,14.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,25,,16.6,,11.3,,14.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,26,,18.9,,14.6,,16.8,,,M,,M,10.3,,,
TORONTO CITY CENTRE,2016,9,27,,21.2,,12.7,,17.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,28,,21.5,,16.9,,19.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,9,29,,18.9,,15.0,,17.0,,,M,,M,5.0,,,
TORONTO CITY CENTRE,2016,9,30,,18.7,,14.0,,16.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,1,,16.8,,13.6,,15.2,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2016,10,2,,19.2,,15.5,,17.4,,,M,,M,3.2,,,
TORONTO CITY CENTRE,2016,10,3,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,4,,18.9,,14.4,,16.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,5,,19.1,,15.7,,17.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,6,,21.1,,16.8,,19.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,7,,21.3,,16.0,,18.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,8,,19.6,,9.1,,14.4,,,M,,M,2.0,,,
TORONTO CITY CENTRE,2016,10,9,,13.8,,7.5,,10.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,10,,12.5,,4.7,,8.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,11,,16.2,,6.4,,11.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,12,,21.1,,12.9,,17.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,13,,19.8,,6.6,,13.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,14,,14.8,,5.4,,10.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,15,,18.5,,11.6,,15.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,16,,21.2,,17.0,,19.1,,,M,,M,1.2,,,
TORONTO CITY CENTRE,2016,10,17,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,18,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,19,,18.6,,12.6,,15.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,20,,16.2,,12.1,,14.2,,,M,,M,6.8,,,
TORONTO CITY CENTRE,2016,10,21,,12.3,,6.3,,9.3,,,M,,M,4.6,,,
TORONTO CITY CENTRE,2016,10,22,,9.5,,4.5,,7.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,23,,14.6,,5.5,,10.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,24,,11.2,,6.1,,8.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,25,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,26,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,27,,7.3,,1.6,,4.5,,,M,,M,6.3,,,
TORONTO CITY CENTRE,2016,10,28,,11.1,,1.3,,6.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,29,,20.0,,11.2,,15.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,10,30,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,10,31,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,1,,16.6,,7.3,,12.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,2,,19.1,,12.6,,15.9,,,M,,M,4.9,,,
TORONTO CITY CENTRE,2016,11,3,,15.1,,7.6,,11.4,,,M,,M,19.4,,,
TORONTO CITY CENTRE,2016,11,4,,12.7,,4.9,,8.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,5,,16.5,,8.1,,12.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,6,,11.0,,6.2,,8.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,7,,13.8,,4.7,,9.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,8,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,9,,11.9,,3.3,,7.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,10,,14.9,,2.7,,8.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,11,,13.1,,1.2,,7.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,12,,10.1,,0.3,,5.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,13,,10.8,,3.5,,7.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,14,,12.2,,5.3,,8.8,,,M,,M,,M,,
TORONTO CITY CENTRE,2016,11,15,,11.3,,3.3,,7.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,16,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,17,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,18,,13.6,,7.5,,10.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,19,,13.0,,1.3,,7.2,,,M,,M,4.4,,,
TORONTO CITY CENTRE,2016,11,20,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,21,,2.4,,-2.1,,0.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,22,,3.6,,-1.9,,0.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,11,23,,3.2,,-2.3,,0.5,,,M,,M,1.1,,,
TORONTO CITY CENTRE,2016,11,24,,4.9,,3.1,,4.0,,,M,,M,2.5,,,
TORONTO CITY CENTRE,2016,11,25,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,26,,7.7,,3.3,,5.5,,,M,,M,2.7,,,
TORONTO CITY CENTRE,2016,11,27,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,28,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,11,29,,10.5,,5.0,,7.8,,,M,,M,2.4,,,
TORONTO CITY CENTRE,2016,11,30,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,12,1,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,12,2,,7.3,,2.8,,5.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,3,,7.1,,1.5,,4.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,4,,4.0,,1.1,,2.6,,,M,,M,1.8,,,
TORONTO CITY CENTRE,2016,12,5,,6.8,,2.0,,4.4,,,M,,M,3.0,,,
TORONTO CITY CENTRE,2016,12,6,,5.8,,0.0,,2.9,,,M,,M,4.2,,,
TORONTO CITY CENTRE,2016,12,7,,4.3,,0.6,,2.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,8,,1.3,,-2.4,,-0.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,9,,0.7,,-6.1,,-2.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,10,,-0.5,,-5.8,,-3.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,11,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,12,12,,2.9,,-0.8,,1.1,,,M,,M,3.2,,,
TORONTO CITY CENTRE,2016,12,13,,-0.1,,-5.2,,-2.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,14,,-3.4,,-8.6,,-6.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,15,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,12,16,,-4.4,,-8.6,,-6.5,,,M,,M,1.2,,,
TORONTO CITY CENTRE,2016,12,17,,0.5,,-5.6,,-2.6,,,M,,M,5.7,,,
TORONTO CITY CENTRE,2016,12,18,,0.0,,-10.0,,-5.0,,,M,,M,,M,,
TORONTO CITY CENTRE,2016,12,19,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2016,12,20,,1.8,,-6.1,,-2.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,21,,1.1,,-3.4,,-1.2,,,M,,M,1.3,,,
TORONTO CITY CENTRE,2016,12,22,,4.2,,0.6,,2.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,23,,3.2,,-0.7,,1.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,24,,4.3,,1.8,,3.1,,,M,,M,4.0,,,
TORONTO CITY CENTRE,2016,12,25,,3.9,,-1.8,,1.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,26,,9.8,,-1.4,,4.2,,,M,,M,15.4,,,
TORONTO CITY CENTRE,2016,12,27,,8.0,,-1.8,,3.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,28,,1.4,,-2.1,,-0.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,29,,2.9,,0.1,,1.5,,,M,,M,6.4,,,
TORONTO CITY CENTRE,2016,12,30,,1.0,,-2.2,,-0.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,12,31,,5.0,,-1.8,,1.6,,,M,,M,1.7,,,
TORONTO CITY CENTRE,2017,1,1,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,2,,4.8,,-0.6,,2.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,3,,5.1,,2.7,,3.9,,,M,,M,11.7,,,
TORONTO CITY CENTRE,2017,1,4,,4.3,,-7.2,,-1.5,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2017,1,5,,-5.1,,-9.9,,-7.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,6,,-5.6,,-11.5,,-8.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,7,,-6.3,,-12.1,,-9.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,8,,-7.7,,-10.8,,-9.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,9,,-0.9,,-7.8,,-4.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,10,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,11,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,12,,8.1,,-1.0,,3.6,,,M,,M,18.0,,,
TORONTO CITY CENTRE,2017,1,13,,-0.6,,-7.1,,-3.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,14,,-2.4,,-8.0,,-5.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,15,,0.4,,-4.3,,-2.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,16,,3.0,,-3.7,,-0.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,17,,2.6,,0.3,,1.5,,,M,,M,14.1,,,
TORONTO CITY CENTRE,2017,1,18,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,19,,4.0,,1.9,,3.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,20,,3.9,,1.4,,2.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,21,,4.9,,2.8,,3.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,22,,4.9,,2.5,,3.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,23,,4.1,,1.0,,2.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,24,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,25,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,1,26,,4.4,,1.5,,3.0,,,M,,M,2.0,,,
TORONTO CITY CENTRE,2017,1,27,,3.2,,-0.2,,1.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,28,,0.0,,-1.3,,-0.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,29,,-1.0,,-5.9,,-3.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,30,,-3.1,,-9.6,,-6.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,1,31,,-1.2,,-4.4,,-2.8,,,M,,M,1.1,,,
TORONTO CITY CENTRE,2017,2,1,,3.8,,-3.0,,0.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,2,,-1.4,,-5.7,,-3.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,3,,-3.3,,-7.3,,-5.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,4,,0.2,,-6.9,,-3.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,5,,1.3,,-2.4,,-0.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,6,,1.9,,-3.6,,-0.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,7,,5.0,,-0.8,,2.1,,,M,,M,16.0,,,
TORONTO CITY CENTRE,2017,2,8,,4.8,,-6.9,,-1.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,9,,-3.8,,-10.8,,-7.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,10,,0.4,,-6.4,,-3.0,,,M,,M,1.1,,,
TORONTO CITY CENTRE,2017,2,11,,4.0,,-1.4,,1.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,12,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,2,13,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,2,14,,4.4,,-3.1,,0.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,15,,2.3,,-4.9,,-1.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,16,,-1.8,,-8.8,,-5.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,17,,1.3,,-6.0,,-2.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,18,,12.9,,-1.6,,5.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,19,,12.9,,2.4,,7.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,20,,4.2,,1.0,,2.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,21,,4.7,,1.8,,3.3,,,M,,M,2.4,,,
TORONTO CITY CENTRE,2017,2,22,,7.4,,3.2,,5.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,23,,18.5,,4.9,,11.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,24,,5.5,,3.0,,4.3,,,M,,M,2.7,,,
TORONTO CITY CENTRE,2017,2,25,,8.6,,-1.4,,3.6,,,M,,M,7.6,,,
TORONTO CITY CENTRE,2017,2,26,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,2,27,,10.1,,2.5,,6.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,2,28,,10.0,,1.9,,6.0,,,M,,M,2.2,,,
TORONTO CITY CENTRE,2017,3,1,,9.9,,-2.2,,3.9,,,M,,M,18.0,,,
TORONTO CITY CENTRE,2017,3,2,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,3,,-4.2,,-8.2,,-6.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,4,,-6.1,,-11.5,,-8.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,5,,-0.1,,-9.9,,-5.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,6,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,7,,10.0,,4.9,,7.5,,,M,,M,9.1,,,
TORONTO CITY CENTRE,2017,3,8,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,9,,4.1,,-1.0,,1.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,10,,-0.2,,-9.4,,-4.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,11,,-5.2,,-12.2,,-8.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,12,,-3.7,,-12.3,,-8.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,13,,-5.2,,-9.7,,-7.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,14,,-7.0,,-9.9,,-8.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,15,,-2.7,,-9.1,,-5.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,16,,2.9,,-6.1,,-1.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,17,,4.6,,-4.0,,0.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,18,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,19,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,20,,5.0,,0.7,,2.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,21,,13.0,,-2.4,,5.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,22,,-1.5,,-8.0,,-4.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,23,,2.2,,-6.8,,-2.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,24,,10.8,,1.5,,6.2,,,M,,M,7.8,,,
TORONTO CITY CENTRE,2017,3,25,,4.8,,1.9,,3.4,,,M,,M,7.2,,,
TORONTO CITY CENTRE,2017,3,26,,5.8,,1.6,,3.7,,,M,,M,2.5,,,
TORONTO CITY CENTRE,2017,3,27,,12.7,,5.1,,8.9,,,M,,M,3.0,,,
TORONTO CITY CENTRE,2017,3,28,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,3,29,,7.7,,2.3,,5.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,3,30,,3.5,,0.7,,2.1,,,M,,M,9.0,,,
TORONTO CITY CENTRE,2017,3,31,,4.2,,2.3,,3.3,,,M,,M,10.9,,,
TORONTO CITY CENTRE,2017,4,1,,11.4,,2.4,,6.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,2,,16.1,,2.6,,9.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,3,,8.8,,5.1,,7.0,,,M,,M,7.8,,,
TORONTO CITY CENTRE,2017,4,4,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,5,,8.0,,5.1,,6.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,6,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,7,,5.9,,0.4,,3.2,,,M,,M,0.8,,,
TORONTO CITY CENTRE,2017,4,8,,10.1,,1.3,,5.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,9,,14.1,,2.5,,8.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,10,,18.2,,7.3,,12.8,,,M,,M,2.2,,,
TORONTO CITY CENTRE,2017,4,11,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,12,,9.3,,3.4,,6.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,13,,10.0,,2.3,,6.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,14,,11.9,,5.4,,8.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,15,,11.4,,4.7,,8.1,,,M,,M,4.0,,,
TORONTO CITY CENTRE,2017,4,16,,21.5,,9.2,,15.4,,,M,,M,1.0,,,
TORONTO CITY CENTRE,2017,4,17,,12.6,,3.0,,7.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,18,,6.5,,1.9,,4.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,19,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,20,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,21,,13.0,,5.8,,9.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,22,,12.2,,5.4,,8.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,23,,14.9,,3.8,,9.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,24,,10.3,,5.9,,8.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,25,,10.1,,5.3,,7.7,,,M,,M,6.3,,,
TORONTO CITY CENTRE,2017,4,26,,14.2,,8.6,,11.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,27,,17.6,,8.9,,13.3,,,M,,M,7.8,,,
TORONTO CITY CENTRE,2017,4,28,,13.4,,8.3,,10.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,4,29,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,4,30,,9.0,,4.5,,6.8,,,M,,M,16.9,,,
TORONTO CITY CENTRE,2017,5,1,,11.9,,5.2,,8.6,,,M,,M,22.4,,,
TORONTO CITY CENTRE,2017,5,2,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,3,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,4,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,5,,10.4,,6.7,,8.6,,,M,,M,26.5,,,
TORONTO CITY CENTRE,2017,5,6,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,7,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,8,,11.7,,3.9,,7.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,9,,9.4,,5.7,,7.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,10,,9.2,,5.3,,7.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,11,,12.5,,7.1,,9.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,12,,11.0,,6.7,,8.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,13,,13.2,,8.3,,10.8,,,M,,M,1.0,,,
TORONTO CITY CENTRE,2017,5,14,,17.3,,7.0,,12.2,,,M,,M,0.8,,,
TORONTO CITY CENTRE,2017,5,15,,19.8,,8.5,,14.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,16,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,17,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,18,,25.9,,14.8,,20.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,19,,19.0,,9.6,,14.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,20,,12.6,,8.7,,10.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,21,,12.3,,9.3,,10.8,,,M,,M,11.9,,,
TORONTO CITY CENTRE,2017,5,22,,17.1,,8.7,,12.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,23,,18.6,,7.8,,13.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,24,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,25,,13.5,,9.7,,11.6,,,M,,M,55.6,,,
TORONTO CITY CENTRE,2017,5,26,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,27,,16.8,,11.1,,14.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,28,,17.1,,11.1,,14.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,5,29,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,5,30,,20.0,,13.0,,16.5,,,M,,M,8.3,,,
TORONTO CITY CENTRE,2017,5,31,,22.5,,11.7,,17.1,,,M,,M,1.6,,,
TORONTO CITY CENTRE,2017,6,1,,18.2,,10.4,,14.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,2,,19.2,,9.6,,14.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,3,,20.0,,12.0,,16.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,4,,14.3,,11.8,,13.1,,,M,,M,6.9,,,
TORONTO CITY CENTRE,2017,6,5,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,6,6,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,6,7,,16.6,,10.8,,13.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,8,,23.1,,11.4,,17.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,9,,24.8,,14.2,,19.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,10,,24.8,,14.6,,19.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,11,,22.6,,16.1,,19.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,12,,23.5,,15.9,,19.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,13,,24.7,,15.9,,20.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,14,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,6,15,,18.1,,14.9,,16.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,16,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2017,6,17,,23.4,,17.3,,20.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2017,6,18,,24.0,,17.7,,20.9,,,M,,M,1.4,,,
TORONTO CITY CENTRE,2017,6,19,,,,,,,,,,,,,,,
