Station Name,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag
TORONTO CITY CENTRE,2022,4,3,,7.3,,1.3,,4.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,4,,7.4,,-0.5,,3.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,5,,10.3,,3.5,,6.9,,,,,,1.0,,,
TORONTO CITY CENTRE,2022,4,6,,9.7,,6.3,,8.0,,,,,,5.5,,,
TORONTO CITY CENTRE,2022,4,7,,11.7,,4.3,,8.0,,,,,,2.1,,,
TORONTO CITY CENTRE,2022,4,8,,8.2,,2.8,,5.5,,,,,,0.4,,,
TORONTO CITY CENTRE,2022,4,9,,8.1,,2.2,,5.2,,,,,,0.5,,,
TORONTO CITY CENTRE,2022,4,10,,9.9,,1.4,,5.7,,,,,,,M,,
TORONTO CITY CENTRE,2022,4,11,,9.1,,0.7,,4.9,,,,,,0.4,,,
TORONTO CITY CENTRE,2022,4,12,,14.8,,5.7,,10.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,13,,11.6,,7.6,,9.6,,,,,,2.9,,,
TORONTO CITY CENTRE,2022,4,14,,14.0,,5.6,,9.8,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,4,15,,12.0,,4.5,,8.3,,,,,,0.7,,,
TORONTO CITY CENTRE,2022,4,16,,7.1,,0.9,,4.0,,,,,,,M,,
TORONTO CITY CENTRE,2022,4,17,,8.5,,-0.1,,4.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,18,,5.6,,0.3,,3.0,,,,,,11.7,,,
TORONTO CITY CENTRE,2022,4,19,,7.0,,2.1,,4.6,,,,,,2.0,,,
TORONTO CITY CENTRE,2022,4,20,,9.3,,2.7,,6.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,21,,16.1,,4.8,,10.5,,,,,,4.7,,,
TORONTO CITY CENTRE,2022,4,22,,10.4,,4.1,,7.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,23,,9.0,,5.9,,7.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,24,,12.7,,7.0,,9.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,25,,15.4,,6.2,,10.8,,,,,,10.4,,,
TORONTO CITY CENTRE,2022,4,26,,11.2,,2.7,,7.0,,,,,,1.6,,,
TORONTO CITY CENTRE,2022,4,27,,5.5,,0.7,,3.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,28,,11.0,,-0.3,,5.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,29,,10.6,,2.3,,6.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,4,30,,11.8,,6.2,,9.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,1,,9.7,,6.1,,7.9,,,,,,1.4,,,
TORONTO CITY CENTRE,2022,5,2,,11.4,,5.9,,8.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,3,,12.5,,6.2,,9.4,,,,,,11.9,,,
TORONTO CITY CENTRE,2022,5,4,,17.2,,10.2,,13.7,,,,,,4.1,,,
TORONTO CITY CENTRE,2022,5,5,,12.3,,7.2,,9.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,6,,13.1,,7.5,,10.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,7,,12.0,,8.4,,10.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,8,,13.6,,8.1,,10.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,9,,17.2,,9.3,,13.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,10,,17.1,,9.8,,13.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,11,,17.4,,9.2,,13.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,12,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,13,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,14,,21.4,,10.4,,15.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,15,,23.3,,11.5,,17.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,16,,20.6,,11.0,,15.8,,,,,,5.0,,,
TORONTO CITY CENTRE,2022,5,17,,17.5,,8.4,,13.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,18,,12.1,,8.2,,10.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,19,,17.9,,8.6,,13.3,,,,,,3.7,,,
TORONTO CITY CENTRE,2022,5,20,,21.5,,11.1,,16.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,21,,,M,,M,,M,,,,,3.5,,,
TORONTO CITY CENTRE,2022,5,22,,,M,,M,,M,,,,,0.8,,,
TORONTO CITY CENTRE,2022,5,23,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,24,,16.0,,7.8,,11.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,25,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,26,,,M,,M,,M,,,,,0.1,,,
TORONTO CITY CENTRE,2022,5,27,,,M,,M,,M,,,,,2.4,,,
TORONTO CITY CENTRE,2022,5,28,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,29,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,30,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,5,31,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,1,,22.8,,14.8,,18.8,,,,,,4.1,,,
TORONTO CITY CENTRE,2022,6,2,,20.7,,11.5,,16.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,3,,,M,,M,,M,,,,,0.5,,,
TORONTO CITY CENTRE,2022,6,4,,21.1,,8.9,,15.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,5,,20.7,,8.7,,14.7,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,6,6,,17.4,,12.8,,15.1,,,,,,8.4,,,
TORONTO CITY CENTRE,2022,6,7,,21.3,,13.2,,17.3,,,,,,21.2,,,
TORONTO CITY CENTRE,2022,6,8,,20.9,,12.6,,16.8,,,,,,2.1,,,
TORONTO CITY CENTRE,2022,6,9,,21.6,,12.3,,17.0,,,,,,7.7,,,
TORONTO CITY CENTRE,2022,6,10,,23.4,,13.2,,18.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,11,,23.3,,12.9,,18.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,12,,23.9,,14.9,,19.4,,,,,,1.1,,,
TORONTO CITY CENTRE,2022,6,13,,20.1,,12.6,,16.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,14,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2022,6,15,,22.3,,16.7,,19.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,16,,32.3,,15.4,,23.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,17,,27.0,,13.8,,20.4,,,,,,,M,,
TORONTO CITY CENTRE,2022,6,18,,20.1,,11.6,,15.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,19,,22.6,,11.2,,16.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,20,,22.5,,11.1,,16.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,21,,26.4,,15.3,,20.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,22,,34.9,,15.1,,25.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,23,,27.4,,14.4,,20.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,24,,26.5,,14.3,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,25,,25.8,,16.5,,21.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,26,,25.4,,18.4,,21.9,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,6,27,,21.5,,13.6,,17.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,28,,21.7,,11.9,,16.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,6,29,,21.8,,12.1,,17.0,,,,,,2.2,,,
TORONTO CITY CENTRE,2022,6,30,,20.9,,13.2,,17.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,1,,24.7,,17.5,,21.1,,,,,,2.3,,,
TORONTO CITY CENTRE,2022,7,2,,28.2,,14.6,,21.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,3,,24.6,,15.3,,20.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,4,,23.5,,15.1,,19.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,5,,,M,,M,,M,,,,,6.8,,,
TORONTO CITY CENTRE,2022,7,6,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,7,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,8,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,9,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,10,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,11,,25.6,,15.7,,20.7,,,,,,3.3,,,
TORONTO CITY CENTRE,2022,7,12,,,M,,M,,M,,,,,0.4,,,
TORONTO CITY CENTRE,2022,7,13,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,14,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,15,,25.0,,15.5,,20.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,16,,26.9,,18.2,,22.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,17,,26.1,,19.1,,22.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,18,,,M,,M,,M,,,,,25.2,,,
TORONTO CITY CENTRE,2022,7,19,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,20,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,21,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2022,7,22,,30.8,,18.0,,24.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,23,,26.2,,17.8,,22.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,24,,24.9,,17.9,,21.4,,,,,,12.8,,,
TORONTO CITY CENTRE,2022,7,25,,23.6,,12.8,,18.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,26,,23.6,,12.1,,17.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,27,,24.4,,15.4,,19.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,28,,28.7,,17.5,,23.1,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,7,29,,27.3,,13.9,,20.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,30,,23.5,,15.5,,19.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,7,31,,26.4,,15.7,,21.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,1,,25.4,,16.2,,20.8,,,,,,3.7,,,
TORONTO CITY CENTRE,2022,8,2,,27.0,,17.2,,22.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,3,,26.2,,15.0,,20.6,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,8,4,,26.0,,19.4,,22.7,,,,,,14.2,,,
TORONTO CITY CENTRE,2022,8,5,,27.0,,20.3,,23.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,6,,28.5,,21.0,,24.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,7,,28.0,,22.1,,25.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,8,,26.0,,20.3,,23.2,,,,,,0.8,,,
TORONTO CITY CENTRE,2022,8,9,,23.2,,18.1,,20.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,10,,25.0,,16.1,,20.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,11,,26.3,,17.5,,21.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,12,,26.6,,17.0,,21.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,13,,24.2,,14.5,,19.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,14,,24.2,,18.4,,21.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,15,,25.5,,20.2,,22.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,16,,24.9,,20.2,,22.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,17,,28.0,,18.8,,23.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,18,,27.7,,18.9,,23.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,19,,27.9,,18.4,,23.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,20,,27.8,,19.2,,23.5,,,,,,1.2,,,
TORONTO CITY CENTRE,2022,8,21,,25.6,,19.6,,22.6,,,,,,10.6,,,
TORONTO CITY CENTRE,2022,8,22,,24.2,,20.3,,22.3,,,,,,40.0,,,
TORONTO CITY CENTRE,2022,8,23,,29.2,,20.3,,24.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,24,,27.0,,18.5,,22.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,25,,23.6,,19.8,,21.7,,,,,,1.5,,,
TORONTO CITY CENTRE,2022,8,26,,27.0,,17.4,,22.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,27,,22.1,,15.1,,18.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,28,,25.2,,19.5,,22.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,29,,28.1,,21.2,,24.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,8,30,,25.8,,18.7,,22.3,,,,,,3.5,,,
TORONTO CITY CENTRE,2022,8,31,,27.0,,16.5,,21.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,1,,21.9,,13.5,,17.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,2,,25.4,,15.3,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,3,,28.2,,19.1,,23.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,4,,22.4,,15.9,,19.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,5,,20.1,,16.3,,18.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,6,,22.0,,16.6,,19.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,7,,22.4,,17.2,,19.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,8,,23.7,,16.0,,19.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,9,,24.6,,16.1,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,10,,25.6,,20.0,,22.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,11,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2022,9,12,,24.5,,18.3,,21.4,,,,,,4.3,,,
TORONTO CITY CENTRE,2022,9,13,,20.7,,14.9,,17.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,14,,25.5,,12.9,,19.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,15,,17.5,,11.5,,14.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,16,,22.3,,13.3,,17.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,17,,21.2,,18.0,,19.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,18,,25.4,,20.2,,22.8,,,,,,3.5,,,
TORONTO CITY CENTRE,2022,9,19,,27.3,,16.8,,22.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,20,,26.3,,16.1,,21.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,21,,25.8,,16.2,,21.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,22,,18.6,,9.2,,13.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,23,,16.8,,6.9,,11.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,24,,16.7,,8.2,,12.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,25,,17.4,,13.7,,15.6,,,,,,22.7,,,
TORONTO CITY CENTRE,2022,9,26,,17.4,,11.5,,14.5,,,,,,5.5,,,
TORONTO CITY CENTRE,2022,9,27,,16.0,,10.6,,13.3,,,,,,4.9,,,
TORONTO CITY CENTRE,2022,9,28,,14.7,,10.7,,12.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,29,,13.6,,8.1,,10.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,9,30,,15.1,,6.7,,10.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,1,,17.3,,8.5,,12.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,2,,13.7,,7.8,,10.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,3,,14.0,,6.5,,10.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,4,,16.7,,6.4,,11.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,5,,20.2,,7.4,,13.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,6,,19.5,,13.3,,16.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,7,,15.2,,4.4,,9.8,,,,,,0.4,,,
TORONTO CITY CENTRE,2022,10,8,,11.7,,4.0,,7.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,9,,16.1,,8.1,,12.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,10,,13.7,,7.1,,10.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,11,,17.3,,6.9,,12.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,12,,19.0,,13.3,,16.2,,,,,,3.5,,,
TORONTO CITY CENTRE,2022,10,13,,15.2,,7.1,,11.2,,,,,,9.8,,,
TORONTO CITY CENTRE,2022,10,14,,13.0,,6.1,,9.6,,,,,,2.2,,,
TORONTO CITY CENTRE,2022,10,15,,14.0,,7.0,,10.5,,,,,,1.2,,,
TORONTO CITY CENTRE,2022,10,16,,14.1,,6.7,,10.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,17,,10.6,,5.1,,7.9,,,,,,1.0,,,
TORONTO CITY CENTRE,2022,10,18,,9.0,,2.0,,5.5,,,,,,2.4,,,
TORONTO CITY CENTRE,2022,10,19,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2022,10,20,,7.5,,2.1,,4.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,21,,13.0,,1.8,,7.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,22,,17.5,,7.6,,12.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,23,,14.8,,8.7,,11.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,24,,16.0,,6.0,,11.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,25,,15.0,,9.5,,12.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,26,,13.6,,7.6,,10.6,,,,,,7.1,,,
TORONTO CITY CENTRE,2022,10,27,,10.7,,3.5,,7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,28,,9.7,,5.1,,7.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,29,,13.8,,1.5,,7.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,30,,11.6,,4.0,,7.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,10,31,,11.0,,6.2,,8.6,,,,,,3.4,,,
TORONTO CITY CENTRE,2022,11,1,,16.9,,7.3,,12.1,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,11,2,,11.2,,5.5,,8.4,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,11,3,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2022,11,4,,17.7,,8.2,,13.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,11,5,,22.1,,10.6,,16.4,,,,,,1.8,,,
TORONTO CITY CENTRE,2022,11,6,,15.2,,10.8,,13.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,7,,13.8,,4.6,,9.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,8,,9.4,,4.2,,6.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,9,,9.8,,5.3,,7.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,10,,15.3,,6.0,,10.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,11,,14.1,,9.6,,11.9,,,,,,8.9,,,
TORONTO CITY CENTRE,2022,11,12,,12.2,,3.8,,8.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2022,11,13,,4.9,,0.2,,2.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,14,,5.4,,-0.1,,2.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,15,,3.6,,-0.5,,1.6,,,,,,5.5,,,
TORONTO CITY CENTRE,2022,11,16,,2.4,,-0.4,,1.0,,,,,,3.4,,,
TORONTO CITY CENTRE,2022,11,17,,2.7,,-1.4,,0.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,18,,3.4,,-0.8,,1.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,19,,0.6,,-3.2,,-1.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,20,,-1.4,,-4.8,,-3.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,21,,7.7,,-4.5,,1.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,22,,5.1,,-0.7,,2.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,23,,6.8,,0.1,,3.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,24,,4.6,,0.2,,2.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,25,,8.1,,3.7,,5.9,,,,,,0.7,,,
TORONTO CITY CENTRE,2022,11,26,,9.2,,1.7,,5.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,27,,6.6,,3.2,,4.9,,,,,,3.9,,,
TORONTO CITY CENTRE,2022,11,28,,4.5,,1.2,,2.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,29,,7.0,,1.5,,4.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,11,30,,8.3,,-1.5,,3.4,,,,,,19.9,,,
TORONTO CITY CENTRE,2022,12,1,,2.0,,-2.1,,-0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,2,,7.7,,-1.6,,3.1,,,,,,1.9,,,
TORONTO CITY CENTRE,2022,12,3,,9.4,,1.0,,5.2,,,,,,5.0,,,
TORONTO CITY CENTRE,2022,12,4,,2.7,,-1.7,,0.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,5,,6.1,,1.5,,3.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,6,,6.7,,4.8,,5.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,7,,8.5,,5.6,,7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,8,,6.2,,-0.6,,2.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,9,,1.3,,-1.4,,-0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,10,,0.2,,-3.2,,-1.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,11,,0.3,,-1.4,,-0.6,,,,,,2.7,,,
TORONTO CITY CENTRE,2022,12,12,,-0.9,,-4.4,,-2.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,13,,0.5,,-6.8,,-3.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,14,,1.0,,-5.1,,-2.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,15,,2.8,,-0.2,,1.3,,,,,,29.0,,,
TORONTO CITY CENTRE,2022,12,16,,5.2,,0.3,,2.8,,,,,,4.3,,,
TORONTO CITY CENTRE,2022,12,17,,2.4,,-1.0,,0.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,18,,1.5,,-1.5,,0.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,19,,2.5,,-1.1,,0.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,20,,1.2,,-1.1,,0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,21,,1.4,,-2.5,,-0.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,22,,4.9,,0.7,,2.8,,,,,,9.6,,,
TORONTO CITY CENTRE,2022,12,23,,4.2,,-12.7,,-4.3,,,,,,11.5,,,
TORONTO CITY CENTRE,2022,12,24,,-7.7,,-13.1,,-10.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,25,,-3.9,,-8.0,,-6.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,26,,-3.9,,-7.4,,-5.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,27,,0.4,,-5.7,,-2.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,28,,3.7,,0.1,,1.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,29,,8.0,,1.8,,4.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2022,12,30,,10.3,,4.3,,7.3,,,,,,8.6,,,
TORONTO CITY CENTRE,2022,12,31,,8.6,,3.8,,6.2,,,,,,23.9,,,
TORONTO CITY CENTRE,2023,1,1,,4.5,,2.4,,3.5,,,,,,1.2,,,
TORONTO CITY CENTRE,2023,1,2,,5.4,,-0.1,,2.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,3,,4.1,,2.0,,3.1,,,,,,3.2,,,
TORONTO CITY CENTRE,2023,1,4,,4.4,,2.2,,3.3,,,,,,20.9,,,
TORONTO CITY CENTRE,2023,1,5,,3.8,,2.4,,3.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,6,,4.6,,2.4,,3.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,7,,3.1,,-4.1,,-0.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,8,,-1.5,,-4.7,,-3.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,9,,1.9,,-1.7,,0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,10,,1.7,,-0.9,,0.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,11,,2.2,,-4.1,,-1.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,12,,4.6,,0.3,,2.5,,,,,,4.8,,,
TORONTO CITY CENTRE,2023,1,13,,0.3,,-8.6,,-4.2,,,,,,1.0,,,
TORONTO CITY CENTRE,2023,1,14,,-2.4,,-9.4,,-5.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,15,,-1.6,,-9.1,,-5.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,16,,1.7,,-3.9,,-1.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2023,1,17,,4.6,,1.0,,2.8,,,,,,3.4,,,
TORONTO CITY CENTRE,2023,1,18,,5.9,,2.8,,4.4,,,,,,1.0,,,
