Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-01,2014,1,1,†,-10.0,,-14.0,,-12.0,,30.0,,0.0,,0.0,,0.0,T,0.0,T,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-02,2014,1,2,†,-16.5,,-19.5,,-18.0,,36.0,,0.0,,0.0,,0.6,,0.4,,14.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-03,2014,1,3,†,-6.0,,-25.0,,-15.5,,33.5,,0.0,,0.0,,0.0,,0.0,,14.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-04,2014,1,4,†,0.0,,-15.5,,-7.8,,25.8,,0.0,,0.0,,2.6,,3.0,,14.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-05,2014,1,5,†,1.0,,-3.5,,-1.3,,19.3,,0.0,,5.0,,9.6,,16.2,,16.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-06,2014,1,6,†,-5.0,,-9.5,,-7.3,,25.3,,0.0,,0.0,,0.0,T,0.0,T,22.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-07,2014,1,7,†,-14.0,,-24.5,,-19.3,,37.3,,0.0,,0.0,,0.0,T,0.0,T,22.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-08,2014,1,8,†,-8.0,,-18.5,,-13.3,,31.3,,0.0,,0.0,,0.0,T,0.0,T,22.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-09,2014,1,9,†,-2.0,,-16.5,,-9.3,,27.3,,0.0,,0.0,,3.0,,2.4,,21.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-10,2014,1,10,†,2.0,,-12.0,,-5.0,,23.0,,0.0,,7.0,,0.0,,7.0,,23.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-11,2014,1,11,†,6.5,,0.5,,3.5,,14.5,,0.0,,2.8,,0.0,,2.8,,18.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-12,2014,1,12,†,3.5,,0.5,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-13,2014,1,13,†,7.0,,-4.0,,1.5,,16.5,,0.0,,0.0,T,0.0,,0.0,T,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-14,2014,1,14,†,4.5,,1.0,,2.8,,15.2,,0.0,,0.0,,0.0,T,0.0,T,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-15,2014,1,15,†,0.0,,-2.5,,-1.3,,19.3,,0.0,,0.0,,0.0,T,0.0,T,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-16,2014,1,16,†,0.0,,-6.5,,-3.3,,21.3,,0.0,,0.0,,6.0,,3.8,,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-17,2014,1,17,†,3.0,,-3.5,,-0.3,,18.3,,0.0,,0.0,,2.4,,1.2,,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-18,2014,1,18,†,-2.5,,-6.0,,-4.3,,22.3,,0.0,,0.0,,0.0,,0.0,,14.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-19,2014,1,19,†,-2.5,,-8.5,,-5.5,,23.5,,0.0,,0.0,,1.2,,1.2,,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-20,2014,1,20,†,-9.5,,-11.5,,-10.5,,28.5,,0.0,,0.0,,0.0,,0.0,,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-21,2014,1,21,†,-15.0,,-21.5,,-18.3,,36.3,,0.0,,0.0,,0.0,,0.0,,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-22,2014,1,22,†,-13.5,,-25.0,,-19.3,,37.3,,0.0,,0.0,,0.2,,0.2,,13.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-23,2014,1,23,†,-14.0,,-19.5,,-16.8,,34.8,,0.0,,0.0,,0.0,T,0.0,T,12.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-24,2014,1,24,†,-7.0,,-20.0,,-13.5,,31.5,,0.0,,0.0,,4.0,,3.0,,12.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-25,2014,1,25,†,-3.5,,-12.0,,-7.8,,25.8,,0.0,,0.0,,0.6,,0.4,,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-26,2014,1,26,†,-5.0,,-17.0,,-11.0,,29.0,,0.0,,0.0,,5.2,,3.2,,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-27,2014,1,27,†,-10.0,,-12.0,,-11.0,,29.0,,0.0,,0.0,,0.0,T,0.0,T,20.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-28,2014,1,28,†,-12.5,,-20.0,,-16.3,,34.3,,0.0,,0.0,,0.0,,0.0,,20.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-29,2014,1,29,†,-9.0,,-19.0,,-14.0,,32.0,,0.0,,0.0,,0.0,,0.0,,20.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-30,2014,1,30,†,-1.0,,-15.0,,-8.0,,26.0,,0.0,,0.0,,0.2,,0.2,,19.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-01-31,2014,1,31,†,0.5,,-5.5,,-2.5,,20.5,,0.0,,0.0,,0.0,T,0.0,T,19.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-01,2014,2,1,†,0.0,,-7.5,,-3.8,,21.8,,0.0,,0.0,,13.0,,13.8,,19.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-02,2014,2,2,†,-1.5,,-4.0,,-2.8,,20.8,,0.0,,0.0,,0.0,T,0.0,T,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-03,2014,2,3,†,-4.0,,-12.0,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-04,2014,2,4,†,-4.0,,-17.0,,-10.5,,28.5,,0.0,,0.0,,7.2,,4.0,,28.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-05,2014,2,5,†,-6.5,,-8.5,,-7.5,,25.5,,0.0,,0.0,,22.4,,13.8,,32.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-06,2014,2,6,†,-8.0,,-21.0,,-14.5,,32.5,,0.0,,0.0,,0.0,T,0.0,T,50.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-07,2014,2,7,†,-10.0,,-13.0,,-11.5,,29.5,,0.0,,0.0,,0.0,T,0.0,T,40.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-08,2014,2,8,†,-8.5,,-17.5,,-13.0,,31.0,,0.0,,0.0,,0.0,T,0.0,T,38.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-09,2014,2,9,†,-8.0,,-18.0,,-13.0,,31.0,,0.0,,0.0,,2.2,,2.0,,36.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-10,2014,2,10,†,-7.0,,-16.5,,-11.8,,29.8,,0.0,,0.0,,0.0,,0.0,,37.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-11,2014,2,11,†,-9.5,,-13.0,,-11.3,,29.3,,0.0,,0.0,,0.0,,0.0,,36.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-12,2014,2,12,†,-5.0,,-23.0,,-14.0,,32.0,,0.0,,0.0,,0.0,T,0.0,T,35.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-13,2014,2,13,†,-2.0,,-17.0,,-9.5,,27.5,,0.0,,0.0,,0.2,,0.2,,35.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-14,2014,2,14,†,-0.5,,-9.5,,-5.0,,23.0,,0.0,,0.0,,0.0,T,0.0,T,33.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-15,2014,2,15,†,-4.0,,-9.0,,-6.5,,24.5,,0.0,,0.0,,0.0,T,0.0,T,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-16,2014,2,16,†,-8.0,,-16.0,,-12.0,,30.0,,0.0,,0.0,,1.0,,0.4,,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-17,2014,2,17,†,-1.5,,-20.5,,-11.0,,29.0,,0.0,,0.0,,8.0,,7.2,,31.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-18,2014,2,18,†,-0.5,,-7.5,,-4.0,,22.0,,0.0,,0.0,,2.2,,0.8,,39.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-19,2014,2,19,†,5.5,,-7.0,,-0.8,,18.8,,0.0,,0.2,,0.0,T,0.2,,35.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-20,2014,2,20,†,4.0,,-8.5,,-2.3,,20.3,,0.0,,12.0,,5.0,,17.6,,34.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-21,2014,2,21,†,5.0,,0.0,,2.5,,15.5,,0.0,,1.0,,0.0,,1.0,,32.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-22,2014,2,22,†,2.5,,-1.0,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-23,2014,2,23,†,0.0,,-5.5,,-2.8,,20.8,,0.0,,0.0,,0.4,,0.2,,28.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-24,2014,2,24,†,-6.0,,-9.0,,-7.5,,25.5,,0.0,,0.0,,0.0,T,0.0,T,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-25,2014,2,25,†,-7.0,,-13.0,,-10.0,,28.0,,0.0,,0.0,,0.2,,0.2,,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-26,2014,2,26,†,-10.0,,-16.0,,-13.0,,31.0,,0.0,,0.0,,0.0,T,0.0,T,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-27,2014,2,27,†,-9.5,,-14.0,,-11.8,,29.8,,0.0,,0.0,,0.2,,0.2,,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-02-28,2014,2,28,†,-6.0,,-20.0,,-13.0,,31.0,,0.0,,0.0,,0.0,,0.0,,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-01,2014,3,1,†,-2.0,,-13.0,,-7.5,,25.5,,0.0,,0.0,,7.0,,5.0,,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-02,2014,3,2,†,-9.5,,-14.0,,-11.8,,29.8,,0.0,,0.0,,0.0,,0.0,,31.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-03,2014,3,3,†,-11.5,,-20.0,,-15.8,,33.8,,0.0,,0.0,,0.0,,0.0,,31.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-04,2014,3,4,†,-8.5,,-21.5,,-15.0,,33.0,,0.0,,0.0,,3.2,,1.2,,31.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-05,2014,3,5,†,-4.5,,-17.5,,-11.0,,29.0,,0.0,,0.0,,0.0,T,0.0,T,33.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-06,2014,3,6,†,-2.0,,-16.0,,-9.0,,27.0,,0.0,,0.0,,0.6,,0.2,,33.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-07,2014,3,7,†,4.0,,-14.5,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,31.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-08,2014,3,8,†,0.5,,-2.0,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-09,2014,3,9,†,1.0,,-11.5,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,27.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-10,2014,3,10,†,7.0,,-3.0,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,25.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-11,2014,3,11,†,11.5,,2.5,,7.0,,11.0,,0.0,,0.0,T,0.8,,0.6,,23.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-12,2014,3,12,†,0.5,,-8.5,,-4.0,,22.0,,0.0,,0.0,,17.0,,22.0,,16.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-13,2014,3,13,†,-1.5,,-18.0,,-9.8,,27.8,,0.0,,0.0,,0.0,,0.0,,34.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-14,2014,3,14,†,11.0,,-9.0,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,30.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-15,2014,3,15,†,3.5,,-2.0,,0.8,,17.2,,0.0,,0.0,,0.0,T,0.0,T,16.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-16,2014,3,16,†,-7.5,,-14.0,,-10.8,,28.8,,0.0,,0.0,,0.0,,0.0,,16.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-17,2014,3,17,†,-4.0,,-16.5,,-10.3,,28.3,,0.0,,0.0,,0.0,T,0.0,T,16.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-18,2014,3,18,†,2.0,,-9.0,,-3.5,,21.5,,0.0,,0.0,,0.0,,0.0,,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-19,2014,3,19,†,5.5,,-1.5,,2.0,,16.0,,0.0,,3.6,,0.0,T,3.6,,15.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-20,2014,3,20,†,2.0,,0.5,,1.3,,16.7,,0.0,,0.0,,0.0,T,0.0,T,14.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-21,2014,3,21,†,3.5,,-4.0,,-0.3,,18.3,,0.0,,0.0,,2.0,,1.2,,10.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-22,2014,3,22,†,2.5,,-1.0,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,11.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-23,2014,3,23,†,-5.5,,-11.0,,-8.3,,26.3,,0.0,,0.0,,0.0,,0.0,,10.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-24,2014,3,24,†,-4.0,,-12.0,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-25,2014,3,25,†,0.5,,-10.5,,-5.0,,23.0,,0.0,,0.0,T,0.0,T,0.0,T,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-26,2014,3,26,†,-4.0,,-12.5,,-8.3,,26.3,,0.0,,0.0,,0.0,,0.0,,9.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-27,2014,3,27,†,4.5,,-11.0,,-3.3,,21.3,,0.0,,4.2,,0.6,,4.6,,8.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-28,2014,3,28,†,9.5,,0.0,,4.8,,13.2,,0.0,,0.8,,0.0,,0.8,,7.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-29,2014,3,29,†,3.0,,0.0,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,7.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-30,2014,3,30,†,6.5,,-2.0,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,4.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-03-31,2014,3,31,†,12.0,,-3.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-01,2014,4,1,†,7.5,,-1.0,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-02,2014,4,2,†,7.0,,0.5,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-03,2014,4,3,†,5.5,,-3.0,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-04,2014,4,4,†,6.5,,0.5,,3.5,,14.5,,0.0,,10.8,,0.0,T,10.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-05,2014,4,5,†,4.0,,-1.5,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-06,2014,4,6,†,12.5,,-5.0,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-07,2014,4,7,†,10.0,,-1.0,,4.5,,13.5,,0.0,,18.6,,0.0,T,18.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-08,2014,4,8,†,13.0,,1.0,,7.0,,11.0,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-09,2014,4,9,†,11.0,,0.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-10,2014,4,10,†,19.5,,0.5,,10.0,,8.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-11,2014,4,11,†,16.0,,1.0,,8.5,,9.5,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-12,2014,4,12,†,16.0,,1.0,,8.5,,9.5,,0.0,,11.8,,0.0,,11.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-13,2014,4,13,†,22.0,,5.0,,13.5,,4.5,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-14,2014,4,14,†,22.0,,8.5,,15.3,,2.7,,0.0,,7.0,,2.0,,11.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-15,2014,4,15,†,0.0,,-2.5,,-1.3,,19.3,,0.0,,0.0,,2.0,,1.2,,2.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-16,2014,4,16,†,5.5,,-7.0,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-17,2014,4,17,†,8.5,,-2.5,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-18,2014,4,18,†,11.0,,2.0,,6.5,,11.5,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-19,2014,4,19,†,12.5,,0.0,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-20,2014,4,20,†,14.0,,-1.0,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-21,2014,4,21,†,21.5,,4.0,,12.8,,5.2,,0.0,,3.6,,0.0,,3.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-22,2014,4,22,†,14.0,,9.0,,11.5,,6.5,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-23,2014,4,23,†,9.0,,2.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-24,2014,4,24,†,13.0,,-1.5,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-25,2014,4,25,†,10.5,,5.5,,8.0,,10.0,,0.0,,4.8,,0.0,,4.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-26,2014,4,26,†,8.5,,3.0,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-27,2014,4,27,†,13.5,,1.0,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-28,2014,4,28,†,13.5,,1.5,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-29,2014,4,29,†,9.0,,6.0,,7.5,,10.5,,0.0,,26.8,,0.0,,26.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-04-30,2014,4,30,†,8.0,,5.0,,6.5,,11.5,,0.0,,4.4,,0.0,,4.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-01,2014,5,1,†,16.0,,5.5,,10.8,,7.2,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-02,2014,5,2,†,12.0,,6.5,,9.3,,8.7,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-03,2014,5,3,†,12.5,,8.0,,10.3,,7.7,,0.0,,3.2,,0.0,,3.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-04,2014,5,4,†,14.5,,4.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-05,2014,5,5,†,15.5,,3.5,,9.5,,8.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-06,2014,5,6,†,16.0,,5.5,,10.8,,7.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-07,2014,5,7,†,14.5,,5.0,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-08,2014,5,8,†,19.5,,9.5,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-09,2014,5,9,†,24.5,,11.5,,18.0,,0.0,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-10,2014,5,10,†,20.0,,15.0,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-11,2014,5,11,†,23.0,,5.0,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-12,2014,5,12,†,24.5,,10.0,,17.3,,0.7,,0.0,,5.2,,0.0,,5.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-13,2014,5,13,†,20.5,,11.5,,16.0,,2.0,,0.0,,3.4,,0.0,,3.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-14,2014,5,14,†,19.5,,13.0,,16.3,,1.7,,0.0,,13.0,,0.0,,13.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-15,2014,5,15,†,21.5,,11.0,,16.3,,1.7,,0.0,,17.6,,0.0,,17.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-16,2014,5,16,†,12.0,,7.5,,9.8,,8.2,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-17,2014,5,17,†,14.0,,2.0,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-18,2014,5,18,†,16.0,,2.0,,9.0,,9.0,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-19,2014,5,19,†,22.5,,4.0,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-20,2014,5,20,†,21.0,,9.0,,15.0,,3.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-21,2014,5,21,†,23.0,,10.5,,16.8,,1.2,,0.0,,8.4,,0.0,,8.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-22,2014,5,22,†,21.0,,13.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-23,2014,5,23,†,16.5,,9.5,,13.0,,5.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-24,2014,5,24,†,25.0,,8.0,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-25,2014,5,25,†,27.5,,8.0,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-26,2014,5,26,†,29.5,,16.0,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2014-05-27,2014,5,27,†,29.5,,19.0,,24.3,,0.0,,6.3,,1.4,,0.0,,1.4,,0.0,,,,,
